CODE	Label - English	Label - French	Label - German	Standard code	Note (EN only)
O8422	Defence activities	Défense	Verteidigung	Y	
O8423	Justice and judicial activities	Justice	Rechtspflege/Justiz	Y	
O8424	Public order and safety activities	Activités d'ordre public et de sécurité	Öffentliche Sicherheit und Ordnung	Y	
O8425	Fire service activities	Services du feu et de secours	Feuerwehren	Y	
O843	Compulsory social security activities	Sécurité sociale obligatoire	Sozialversicherung	Y	
O8430	Compulsory social security activities	Sécurité sociale obligatoire	Sozialversicherung	Y	
P-S	Education; human health and social work activities; arts, entertainment and recreation; other service activities	Enseignement; santé humaine et action sociale; arts, spectacles et activités récréatives; autres activités de services	Erziehung und Unterricht; Gesundheits- und Sozialwesen; Kunst, Unterhaltung und Erholung; Erbringung von sonstigen Dienstleistungen	Y	This aggregate includes the NACE sections from P to S
P-S_X_S94	Education; human health and social work activities; except activities of membership organisations	Enseignement; santé humaine et action sociale; sauf activités des organisations associatives	Erziehung und Unterricht; ohne Interessenvertretungen sowie kirchliche und sonstige religiöse Vereinigungen	Y	This aggregate includes all NACE activities from sections P to S except activity S94
P_Q	Education; human health and social work activities	Enseignement; santé humaine et action sociale	Erziehung und Unterricht; Gesundheits- und Sozialwesen	Y	This aggregate includes the NACE sections P and Q
P	Education	Enseignement	Erziehung und Unterricht	Y	
P85	Education	Enseignement	Erziehung und Unterricht	Y	
P851	Pre-primary education	Enseignement pré-primaire	Kindergärten und Vorschulen	Y	
P8510	Pre-primary education	Enseignement pré-primaire	Kindergärten und Vorschulen	Y	
P852	Primary education	Enseignement primaire	Grundschulen/Volksschulen	Y	
P8520	Primary education	Enseignement primaire	Grundschulen/Volksschulen	Y	
P853	Secondary education	Enseignement secondaire	Weiterführende Schulen	Y	
P8531	General secondary education	Enseignement secondaire général	Allgemein bildende weiterführende Schulen	Y	
P8532	Technical and vocational secondary education	Enseignement secondaire technique ou professionnel	Berufsbildende weiterführende Schulen	Y	
P854	Higher education	Enseignement supérieur et post-secondaire non supérieur	Tertiärer und post-sekundärer, nicht tertiärer Unterricht	Y	
P8541	Post-secondary non-tertiary education	Enseignement post-secondaire non supérieur	Post-sekundärer, nicht tertiärer Unterricht	Y	
P8542	Tertiary education	Enseignement supérieur	Tertiärer Unterricht	Y	
P855	Other education	Autres activités d'enseignement	Sonstiger Unterricht	Y	
P8551	Sports and recreation education	Enseignement de disciplines sportives et d'activités de loisirs	Sport- und Freizeitunterricht	Y	
P8552	Cultural education	Enseignement culturel	Kulturunterricht	Y	
P8553	Driving school activities	Enseignement de la conduite	Fahr- und Flugschulen	Y	
P8559	Other education n.e.c.	Enseignements divers	Sonstiger Unterricht a. n. g.	Y	
P856	Educational support activities	Activités de soutien à l'enseignement	Erbringung von Dienstleistungen für den Unterricht	Y	
P8560	Educational support activities	Activités de soutien à l'enseignement	Erbringung von Dienstleistungen für den Unterricht	Y	
Q	Human health and social work activities	Santé humaine et action sociale	Gesundheits- und Sozialwesen	Y	
Q86	Human health activities	Activités pour la santé humaine	Gesundheitswesen	Y	
Q861	Hospital activities	Activités hospitalières	Krankenhäuser	Y	
Q8610	Hospital activities	Activités hospitalières	Krankenhäuser	Y	
Q862	Medical and dental practice activities	Activité des médecins et des dentistes	Arzt- und Zahnarztpraxen	Y	
Q8621	General medical practice activities	Activité des médecins généralistes	Arztpraxen für Allgemeinmedizin	Y	
Q8622	Specialist medical practice activities	Activité des médecins spécialistes	Facharztpraxen	Y	
Q8623	Dental practice activities	Pratique dentaire	Zahnarztpraxen	Y	
Q869	Other human health activities	Autres activités pour la santé humaine	Gesundheitswesen a. n. g.	Y	
Q8690	Other human health activities	Autres activités pour la santé humaine	Gesundheitswesen a. n. g.	Y	
Q87_Q88	Residential care activities and social work activities without accommodation	Hébergement médico-social et social et action sociale sans hébergement	Heime ohne Erholungs - und Ferienheime; Sozialwesen ohne Heime	Y	This aggregate includes the NACE activities Q87 and Q88
Q87	Residential care activities	Hébergement médico-social et social	Heime (ohne Erholungs- und Ferienheime)	Y	
Q871	Residential nursing care activities	Hébergement médicalisé	Pflegeheime	Y	
Q8710	Residential nursing care activities	Hébergement médicalisé	Pflegeheime	Y	
Q872	Residential care activities for mental retardation, mental health and substance abuse	Hébergement social pour personnes handicapées mentales, malades mentales et toxicomanes	Stationäre Einrichtungen zur psychosozialen Betreuung, Suchtbekämpfung u. Ä.	Y	
Q8720	Residential care activities for mental retardation, mental health and substance abuse	Hébergement social pour personnes handicapées mentales, malades mentales et toxicomanes	Stationäre Einrichtungen zur psychosozialen Betreuung, Suchtbekämpfung u. Ä.	Y	
Q873	Residential care activities for the elderly and disabled	Hébergement social pour personnes âgées ou handicapées physiques	Altenheime; Alten- und Behindertenwohnheime	Y	
Q8730	Residential care activities for the elderly and disabled	Hébergement social pour personnes âgées ou handicapées physiques	Altenheime; Alten- und Behindertenwohnheime	Y	
Q879	Other residential care activities	Autres activités d'hébergement social	Sonstige Heime (ohne Erholungs- und Ferienheime)	Y	
Q8790	Other residential care activities	Autres activités d'hébergement social	Sonstige Heime (ohne Erholungs- und Ferienheime)	Y	
Q88	Social work activities without accommodation	Action sociale sans hébergement	Sozialwesen (ohne Heime)	Y	
Q881	Social work activities without accommodation for the elderly and disabled	Action sociale sans hébergement pour personnes âgées et pour personnes handicapées	Soziale Betreuung älterer Menschen und Behinderter	Y	
Q8810	Social work activities without accommodation for the elderly and disabled	Action sociale sans hébergement pour personnes âgées et pour personnes handicapées	Soziale Betreuung älterer Menschen und Behinderter	Y	
Q889	Other social work activities without accommodation	Autre action sociale sans hébergement	Sonstiges Sozialwesen (ohne Heime)	Y	
Q8891	Child day-care activities	Action sociale sans hébergement pour jeunes enfants	Tagesbetreuung von Kindern	Y	
Q8899	Other social work activities without accommodation n.e.c.	Autre action sociale sans hébergement n.c.a.	Sonstiges Sozialwesen a. n. g.	Y	
R-U	Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies	Arts, spectacles et activités récréatives; autres activités de services; activités des ménages et extra-territoriales	Kunst, Unterhaltung und Erholung; Erbringung von sonstigen Dienstleistungen; Private Haushalte, exterritoriale Organisationen und Körperschaften	Y	This aggregate includes the NACE sections  R, S, T and U
R_S_X_S94	Arts, entertainment and recreation; other service activities; except activities of membership organisations	Arts, spectacles et activités récréatives; autres activités de services; sauf activités des organisations associatives	Kunst, Unterhaltung und Erholung; Erbringung von sonstigen Dienstleistungen; ohne Interessenvertretungen sowie kirchliche und sonstige religiöse Vereinigungen	Y	
R_S	Arts, entertainment and recreation; other service activities	Arts, spectacles et activités récréatives; autres activités de services	Kunst, Unterhaltung und Erholung; Erbringung von sonstigen Dienstleistungen	Y	This aggregate includes the NACE sections  R and S
R	Arts, entertainment and recreation	Arts, spectacles et activités récréatives	Kunst, Unterhaltung und Erholung	Y	
R90-R92	Creative, arts and entertainment activities; libraries, archives, museums and other cultural activities; gambling and betting activities	Activités créatives, artistiques et de spectacle; bibliothèques, archives, musées et autres activités culturelles; organisation de jeux de hasard et d'argent	Kreative, künstlerische und unterhaltende Tätigkeiten; Bibliotheken, Archive, Museen, botanische und zoologische Gärten; Spiel-, Wett- und Lotteriewesen	Y	This aggregate includes the NACE activities from R90 to R92
R90	Creative, arts and entertainment activities	Activités créatives, artistiques et de spectacle	Kreative, künstlerische und unterhaltende Tätigkeiten	Y	
R900	Creative, arts and entertainment activities	Activités créatives, artistiques et de spectacle	Kreative, künstlerische und unterhaltende Tätigkeiten	Y	
R9001	Performing arts	Arts du spectacle vivant	Darstellende Kunst	Y	
R9002	Support activities to performing arts	Activités de soutien au spectacle vivant	Erbringung von Dienstleistungen für die darstellende Kunst	Y	
R9003	Artistic creation	Création artistique	Künstlerisches und schriftstellerisches Schaffen	Y	
R9004	Operation of arts facilities	Gestion de salles de spectacles	Betrieb von Kultur- und Unterhaltungseinrichtungen	Y	
